id,gender,monetary,recency,frequency,duration,purchase
12794,F,281,30,1,30,0
12795,F,243,10,2,14,0
12796,F,132,14,2,20,0
12797,F,257,12,4,28,0
12798,F,258,14,2,18,0
12799,M,217,18,1,18,0
12800,F,114,10,6,38,0
12801,F,299,16,1,16,0
12802,M,304,16,2,22,0
12803,F,399,10,12,48,0
12804,F,106,24,2,26,0
12805,F,178,16,2,22,0
12806,F,247,4,1,4,0
12807,F,229,16,2,20,0
12808,M,260,2,9,50,0
12809,F,268,12,1,12,0
12810,M,303,14,3,28,0
12811,F,126,14,1,14,0
12812,M,268,12,7,46,1
12813,F,204,4,1,4,0
12814,M,430,10,9,34,0
12815,F,353,28,12,84,0
12816,M,97,26,1,26,0
12817,F,258,24,5,48,0
12818,M,158,24,7,58,0
12819,F,101,10,2,18,0
12820,F,173,4,10,56,0
12821,M,328,12,2,16,0
12822,M,26,12,1,12,0
12823,F,247,14,2,18,0
12824,F,314,4,2,8,1
12825,F,100,2,3,12,0
12826,F,321,6,2,14,0
12827,M,174,2,4,20,1
12828,F,238,8,4,28,0
12829,F,305,14,8,56,0
12830,M,269,12,1,12,0
12831,F,285,34,8,72,0
12832,F,114,2,7,18,1
12833,F,58,10,2,16,0
12834,F,140,16,4,28,0
12835,F,108,2,2,8,0
12836,F,207,4,7,34,0
12837,F,291,18,2,20,0
12838,F,32,12,1,12,0
12839,F,156,12,1,12,0
12840,F,284,20,2,26,0
12841,F,325,8,2,12,0
12842,F,287,12,7,40,0
12843,F,237,12,7,50,0
12844,M,236,14,2,22,0
12845,F,94,2,1,2,0
12846,F,240,12,1,12,0
12847,F,218,24,2,30,0
12848,M,279,32,8,78,0
12849,F,30,14,1,14,0
12850,F,49,24,1,24,0
12851,M,155,30,6,44,1
12852,F,199,32,2,40,0
12853,F,303,6,1,6,0
12854,F,88,10,1,10,0
12855,F,463,16,12,72,0
12856,F,182,2,2,6,0
12857,M,141,30,6,50,0
12858,F,144,10,4,26,0
12859,M,285,10,1,10,0
12860,F,359,14,5,34,0
12861,M,109,10,1,10,0
12862,F,217,12,1,12,0
12863,F,217,14,8,48,0
12864,F,335,8,12,38,0
12865,F,254,10,1,10,0
12866,F,49,10,2,14,0
12867,F,451,32,12,70,0
12868,F,292,10,1,10,0
12869,F,125,24,2,28,0
12870,F,41,14,1,14,0
12871,F,186,14,9,48,0
12872,F,259,4,9,34,0
12873,F,317,14,9,64,0
12874,F,163,6,1,6,0
12875,M,361,16,11,80,0
12876,F,173,32,10,74,0
12877,F,63,10,2,14,0
12878,M,253,8,10,30,0
12879,F,31,10,1,10,0
12880,F,191,8,2,14,0
12881,F,263,14,6,32,0
12882,F,225,6,1,6,0
12883,F,42,18,2,20,0
12884,M,161,8,1,8,0
12885,F,274,6,4,26,0
12886,F,134,6,2,14,0
12887,F,205,12,9,54,0
12888,F,124,14,1,14,0
12889,F,370,10,8,50,0
12890,F,250,14,2,22,0
12891,M,339,8,7,46,0
12892,F,287,4,11,36,1
12893,F,190,14,10,72,0
12894,F,42,12,2,18,0
12895,F,174,12,10,42,0
12896,F,297,12,1,12,0
12897,F,285,16,2,20,0
12898,F,103,12,2,14,0
12899,F,422,14,11,70,1
12900,F,84,12,1,12,0
12901,M,48,10,1,10,1
12902,F,284,14,10,36,0
12903,M,297,8,9,34,0
12904,M,169,14,3,24,1
12905,F,299,12,7,34,0
12906,F,245,22,1,22,0
12907,F,75,4,2,10,0
12908,F,323,2,7,20,0
12909,M,227,24,6,44,0
12910,M,385,16,10,44,0
12911,F,84,2,2,4,1
12912,F,90,12,2,14,0
12913,F,250,2,1,2,0
12914,F,63,24,2,26,0
12915,F,223,14,1,14,0
12916,F,153,8,1,8,0
12917,M,159,12,7,44,0
12918,F,29,14,1,14,0
12919,F,277,12,5,36,0
12920,M,293,12,2,18,0
12921,M,130,12,7,42,1
12922,M,161,20,1,20,0
12923,F,218,4,2,8,0
12924,M,133,16,3,26,0
12925,F,293,12,1,12,0
12926,F,126,8,2,16,0
12927,F,330,14,6,34,0
12928,F,212,30,7,62,0
12929,F,126,10,1,10,0
12930,F,54,16,1,16,0
12931,M,114,14,2,16,0
12932,M,263,2,1,2,0
12933,F,380,14,10,56,0
12934,M,102,8,5,26,0
12935,F,379,18,10,64,0
12936,F,51,12,2,18,0
12937,F,357,14,4,24,0
12938,F,186,4,2,12,0
12939,F,318,6,9,40,0
12940,F,285,2,1,2,0
12941,F,349,16,7,46,0
12942,F,281,12,7,26,0
12943,M,228,8,1,8,1
12944,M,193,12,2,18,0
12945,M,47,2,2,4,0
12946,F,94,16,5,44,0
12947,F,224,10,4,32,1
12948,F,105,16,2,22,0
12949,F,315,14,4,24,1
12950,F,247,10,1,10,0
12951,F,275,24,2,32,0
12952,F,125,26,2,30,0
12953,F,22,12,1,12,0
12954,M,354,22,6,38,0
12955,F,237,12,1,12,0
12956,F,350,22,10,56,0
12957,F,278,24,12,78,0
12958,F,282,34,2,36,0
12959,F,311,10,1,10,0
12960,F,260,30,2,38,0
12961,M,192,2,2,4,0
12962,F,180,8,1,8,0
12963,M,192,10,1,10,1
12964,M,366,2,9,36,0
12965,F,213,6,1,6,0
12966,F,259,12,8,44,0
12967,F,73,14,4,28,0
12968,M,243,16,1,16,0
12969,F,178,14,2,20,0
12970,F,199,12,2,18,0
12971,F,228,26,2,28,0
12972,M,329,32,2,40,0
12973,F,112,10,1,10,0
12974,F,316,16,3,30,0
12975,F,370,20,8,52,0
12976,F,246,12,11,38,1
12977,F,312,14,1,14,0
12978,F,91,4,2,6,0
12979,F,40,14,2,22,0
12980,F,357,2,6,20,1
12981,F,230,2,12,32,0
12982,F,268,2,6,18,0
12983,F,290,12,2,20,0
12984,M,85,16,1,16,0
12985,F,295,4,11,30,0
12986,F,44,32,2,40,0
12987,F,244,14,10,68,0
12988,M,278,16,6,48,1
12989,F,252,16,1,16,0
12990,F,246,34,2,40,0
12991,F,240,6,12,46,0
12992,M,212,24,2,26,0
12993,M,219,10,6,28,1
12994,M,191,4,2,8,0
12995,F,260,6,9,26,0
12996,F,310,2,1,2,0
12997,F,316,16,2,22,0
12998,M,157,30,8,46,0
12999,F,69,36,1,36,0
13000,F,69,16,2,22,0
13001,F,142,26,2,34,0
13002,M,120,24,1,24,0
13003,F,238,16,4,32,0
13004,F,177,8,2,14,0
13005,F,296,14,2,20,0
13006,M,222,14,1,14,0
13007,F,82,16,2,22,0
13008,F,127,4,2,6,0
13009,F,96,8,2,10,0
13010,F,157,14,4,32,0
13011,F,314,10,1,10,0
13012,F,256,16,4,36,0
13013,M,366,34,12,68,0
13014,M,369,16,6,40,1
13015,M,179,24,1,24,0
13016,F,269,32,1,32,0
13017,F,230,10,5,30,0
13018,F,193,34,12,99,0
13019,M,54,12,1,12,0
13020,M,265,4,2,8,1
13021,M,393,8,11,62,0
13022,F,91,12,2,16,0
13023,F,44,12,2,16,0
13024,F,248,16,7,44,0
13025,F,101,16,2,24,0
13026,F,389,30,6,50,1
13027,M,108,10,2,12,0
13028,F,82,4,3,20,0
13029,F,172,14,2,18,0
13030,F,293,18,9,42,0
13031,F,172,12,1,12,0
13032,F,378,16,6,28,0
13033,F,42,10,2,16,0
13034,M,55,10,1,10,0
13035,F,225,12,1,12,0
13036,M,110,2,1,2,0
13037,F,190,6,1,6,0
13038,F,262,10,1,10,0
13039,F,356,10,4,20,0
13040,F,214,22,2,26,0
13041,F,98,12,1,12,0
13042,F,281,14,3,22,0
13043,F,211,28,1,28,0
13044,F,284,30,1,30,0
13045,F,345,16,12,46,0
13046,F,318,10,12,74,0
13047,F,82,16,3,26,0
13048,M,304,20,2,22,0
13049,M,51,34,2,38,0
13050,M,302,14,12,48,0
13051,F,224,10,6,26,0
13052,M,316,12,3,20,1
13053,F,215,4,1,4,0
13054,F,177,8,1,8,0
13055,M,248,16,8,38,1
13056,F,148,16,1,16,0
13057,F,86,6,1,6,0
13058,F,149,16,2,18,0
13059,F,340,8,3,16,1
13060,F,307,34,1,34,0
13061,F,277,32,1,32,0
13062,M,316,4,7,44,0
13063,M,213,20,1,20,0
13064,F,349,14,10,62,0
13065,F,328,2,2,8,0
13066,F,382,32,7,68,0
13067,M,158,32,2,34,0
13068,M,408,2,11,46,0
13069,F,212,32,2,38,0
13070,F,126,16,1,16,0
13071,M,33,16,1,16,0
13072,F,422,18,9,56,0
13073,F,277,14,2,20,0
13074,M,36,6,2,14,0
13075,F,429,8,10,40,1
13076,F,184,12,2,18,0
13077,M,150,12,2,18,0
13078,F,222,10,2,14,0
13079,F,293,16,8,42,0
13080,F,115,30,2,34,0
13081,F,357,32,12,92,0
13082,F,36,4,1,4,0
13083,F,104,18,1,18,0
13084,F,172,6,4,24,0
13085,M,317,16,2,22,0
13086,F,402,18,8,38,0
13087,F,270,28,1,28,0
13088,F,308,12,7,36,0
13089,F,199,24,7,54,0
13090,M,52,10,2,12,0
13091,F,397,10,10,36,0
13092,M,136,2,8,26,1
13093,M,177,10,1,10,0
13094,M,230,2,1,2,1
13095,F,281,12,2,16,1
13096,M,286,22,2,30,0
13097,F,371,30,11,88,0
13098,F,132,14,2,22,0
13099,M,248,34,7,52,0
13100,F,124,14,2,20,0
13101,F,180,36,10,66,0
13102,M,24,8,1,8,0
13103,F,229,20,7,52,0
13104,M,153,12,8,44,0
13105,F,130,2,2,8,0
13106,F,100,20,2,26,0
13107,F,34,2,1,2,0
13108,M,183,30,5,44,0
13109,F,405,16,11,70,0
13110,M,21,6,1,6,0
13111,M,118,14,2,22,0
13112,F,329,16,2,20,0
13113,F,187,12,5,42,0
13114,F,101,10,2,14,0
13115,F,235,16,2,22,0
13116,F,418,10,9,48,0
13117,M,216,34,11,96,0
13118,F,49,36,2,44,0
13119,M,309,34,2,36,0
13120,F,187,16,1,16,0
13121,M,314,4,2,10,0
13122,F,237,36,2,40,0
13123,F,79,20,1,20,0
13124,F,135,14,2,20,0
13125,F,283,18,2,22,0
13126,F,68,14,2,16,0
13127,F,418,8,9,54,0
13128,F,267,16,1,16,0
13129,M,316,22,11,78,0
13130,F,119,12,4,22,0
13131,F,322,6,10,36,0
13132,M,200,16,2,18,1
13133,F,186,22,6,56,0
13134,F,301,22,2,30,0
13135,M,411,30,8,56,1
13136,M,232,16,10,62,1
13137,F,83,4,1,4,0
13138,F,145,4,2,12,0
13139,F,106,14,4,26,0
13140,F,54,16,2,20,0
13141,F,213,16,6,46,0
13142,M,141,2,2,4,0
13143,F,201,8,2,16,0
13144,F,270,26,1,26,0
13145,M,182,14,12,38,1
13146,M,56,12,2,16,0
13147,F,287,14,1,14,0
13148,M,244,12,2,14,0
13149,F,144,14,1,14,0
13150,F,175,16,4,26,0
13151,F,199,8,1,8,0
13152,F,76,30,1,30,0
13153,F,121,26,1,26,0
13154,M,350,2,4,18,0
13155,F,424,10,11,64,0
13156,F,243,16,2,24,1
13157,M,33,14,2,16,0
13158,F,170,14,1,14,0
13159,F,233,10,1,10,0
13160,F,227,36,1,36,0
13161,F,124,14,2,18,0
13162,F,290,2,2,4,0
13163,F,237,12,2,20,0
13164,F,278,22,6,40,0
13165,F,139,4,1,4,0
13166,M,292,16,1,16,0
13167,F,227,4,1,4,0
13168,F,254,36,7,68,0
13169,F,91,12,1,12,0
13170,M,172,16,1,16,0
13171,F,31,10,2,16,0
13172,F,323,12,12,82,1
13173,F,227,30,1,30,0
13174,F,299,22,11,78,0
13175,M,352,6,11,58,0
13176,F,227,10,1,10,0
13177,M,159,16,7,42,0
13178,M,268,8,12,58,0
13179,F,388,26,9,48,0
13180,M,308,18,1,18,0
13181,F,80,16,1,16,0
13182,F,272,4,12,30,0
13183,M,60,8,2,14,0
13184,F,231,6,7,30,0
13185,M,187,12,2,18,1
13186,M,227,4,6,18,0
13187,F,152,20,1,20,0
13188,M,201,2,2,6,0
13189,F,422,12,9,60,0
13190,F,15,12,1,12,0
13191,F,202,14,12,64,1
13192,F,183,18,1,18,0
13193,M,280,8,7,40,0
13194,F,80,16,1,16,0
13195,F,60,6,2,10,0
13196,F,221,10,2,12,0
13197,F,181,16,1,16,0
13198,F,154,6,2,14,0
13199,M,289,8,2,16,0
13200,F,153,26,2,28,0
13201,F,161,14,3,32,0
13202,F,162,14,2,16,0
13203,F,18,16,1,16,0
13204,M,328,34,9,62,0
13205,M,115,4,2,10,0
13206,F,327,16,4,38,0
13207,F,173,10,1,10,0
13208,F,56,8,3,18,0
13209,F,188,18,2,22,0
13210,F,53,10,2,14,0
13211,F,156,14,1,14,0
13212,M,147,8,2,12,1
13213,F,287,30,1,30,0
13214,F,200,14,5,30,0
13215,F,397,12,8,46,0
13216,F,216,14,9,66,0
13217,F,133,30,2,38,0
13218,F,108,12,7,34,0
13219,F,181,14,7,42,0
13220,F,408,8,10,50,1
13221,F,86,12,1,12,0
13222,F,261,2,12,34,0
13223,F,251,14,1,14,0
13224,M,373,14,5,36,0
13225,F,97,10,2,12,0
13226,F,270,12,2,18,0
13227,F,75,16,5,44,0
13228,F,154,10,8,42,0
13229,M,174,4,1,4,0
13230,F,295,28,7,46,0
13231,F,287,6,9,38,0
13232,F,274,14,11,68,0
13233,F,206,16,2,24,0
13234,F,116,28,1,28,0
13235,F,257,14,2,18,0
13236,M,86,4,1,4,0
13237,F,415,26,11,68,0
13238,F,79,6,2,14,0
13239,F,23,12,1,12,0
13240,F,80,22,2,30,0
13241,M,148,6,1,6,0
13242,M,184,8,1,8,0
13243,F,188,10,2,18,0
13244,F,345,6,5,20,0
13245,F,213,2,2,8,1
13246,F,123,10,1,10,0
13247,M,69,12,2,18,0
13248,F,151,14,1,14,0
13249,F,173,8,11,66,0
13250,M,91,16,1,16,0
13251,M,173,14,2,20,0
13252,M,301,16,2,22,0
13253,M,178,26,2,30,0
13254,F,235,2,1,2,0
13255,F,296,2,2,8,0
13256,F,240,16,11,76,0
13257,F,347,6,11,38,0
13258,F,195,34,4,50,0
13259,F,131,12,1,12,0
13260,F,60,14,1,14,0
13261,F,77,8,1,8,0
13262,M,249,24,11,64,0
13263,F,304,12,3,22,0
13264,F,30,8,1,8,0
13265,M,210,16,6,32,0
13266,M,33,6,1,6,0
13267,F,185,26,5,50,0
13268,M,290,10,1,10,0
13269,F,224,8,1,8,0
13270,F,223,10,6,24,0
13271,M,92,10,2,14,0
13272,F,253,2,2,8,0
13273,F,43,16,1,16,0
13274,F,228,16,11,52,0
13275,F,314,34,6,60,0
13276,F,262,14,2,22,0
13277,M,305,4,1,4,0
13278,F,30,2,1,2,0
13279,F,46,10,2,18,0
13280,M,261,10,2,18,0
13281,M,143,12,3,26,0
13282,F,197,16,2,24,0
13283,F,110,2,1,2,0
13284,M,171,2,2,10,1
13285,M,230,10,9,54,0
13286,F,188,10,6,28,0
13287,F,75,16,2,20,0
13288,F,131,14,1,14,0
13289,F,273,12,5,36,0
13290,M,230,16,2,18,0
13291,F,214,6,5,20,0
13292,F,309,8,12,58,0
13293,M,74,4,2,6,0
13294,F,274,14,1,14,0
13295,F,152,12,2,20,0
13296,F,309,16,1,16,0
13297,F,184,20,12,78,0
13298,F,127,2,4,16,1
13299,M,179,8,5,24,1
13300,M,55,14,1,14,0
13301,F,16,16,1,16,0
13302,F,142,16,7,34,0
13303,F,217,2,2,4,0
13304,F,96,10,5,26,0
13305,M,270,2,7,22,1
13306,F,303,12,1,12,0
13307,M,236,10,7,26,0
13308,F,246,10,8,32,0
13309,M,148,16,1,16,0
13310,F,147,10,7,44,0
13311,M,238,6,1,6,0
13312,F,136,8,1,8,0
13313,F,269,10,2,16,0
13314,F,305,2,2,6,0
13315,M,360,28,12,88,0
13316,M,194,6,4,24,0
13317,M,265,30,4,44,0
13318,F,186,2,2,4,0
13319,F,312,16,1,16,0
13320,F,280,8,8,56,1
13321,F,244,26,4,36,0
13322,M,371,4,6,38,0
13323,M,225,18,1,18,0
13324,M,249,10,1,10,0
13325,F,226,4,1,4,0
13326,F,161,14,1,14,0
13327,M,173,2,2,8,0
13328,M,278,12,11,70,1
13329,F,54,8,1,8,0
13330,F,237,12,1,12,1
13331,M,51,12,1,12,0
13332,F,134,12,2,14,0
13333,M,156,14,2,20,1
13334,F,165,4,4,20,0
13335,M,42,20,2,22,0
13336,M,253,16,2,20,0
13337,F,222,22,2,26,0
13338,F,189,14,1,14,0
13339,M,298,28,8,68,0
13340,F,26,16,1,16,0
13341,M,107,12,1,12,0
13342,F,88,14,1,14,0
13343,F,155,14,5,26,0
13344,M,391,14,11,42,0
13345,M,155,10,1,10,0
13346,M,172,12,2,16,0
13347,F,183,30,10,54,0
13348,F,214,6,8,46,0
13349,F,160,22,6,42,0
13350,M,140,18,1,18,0
13351,F,177,26,1,26,0
13352,M,330,14,5,34,0
13353,F,416,8,10,36,0
13354,F,318,6,2,14,0
13355,F,59,16,1,16,0
13356,F,296,14,11,54,0
13357,F,225,8,11,30,0
13358,F,281,14,1,14,0
13359,M,152,6,3,24,0
13360,M,295,4,2,12,0
13361,F,72,12,2,18,0
13362,M,274,2,1,2,1
13363,F,269,6,2,10,0
13364,F,306,10,6,32,1
13365,F,120,14,2,20,0
13366,M,184,16,1,16,0
13367,F,99,4,1,4,0
13368,F,177,30,1,30,0
13369,M,249,14,8,40,0
13370,F,182,14,2,18,0
13371,F,247,2,2,8,0
13372,F,152,10,1,10,0
13373,M,386,24,9,74,0
13374,F,255,14,2,22,0
13375,F,137,16,1,16,0
13376,F,359,10,8,50,0
13377,M,221,2,8,20,0
13378,F,166,34,2,40,0
13379,F,237,16,1,16,0
13380,F,84,14,2,22,0
13381,M,180,12,1,12,0
13382,F,148,14,8,42,0
13383,F,253,8,3,18,0
13384,M,410,12,11,46,1
13385,F,195,6,1,6,0
13386,M,188,22,1,22,0
13387,F,174,10,2,14,0
13388,M,63,10,1,10,0
13389,M,112,16,2,18,0
13390,F,61,4,3,16,0
13391,F,33,30,2,34,0
13392,M,280,6,2,10,0
13393,F,158,12,2,18,0
13394,F,118,8,2,12,1
13395,F,134,22,2,28,0
13396,F,186,10,2,12,0
13397,F,119,10,2,16,0
13398,F,182,4,1,4,0
13399,M,311,4,2,8,0
13400,M,196,32,2,36,0
13401,F,42,18,2,26,0
13402,F,180,22,2,24,0
13403,F,65,6,1,6,0
13404,F,325,10,2,12,0
13405,F,247,6,9,34,0
13406,M,51,16,2,18,0
13407,F,180,4,2,6,0
13408,F,306,2,1,2,0
13409,F,289,36,6,66,0
13410,M,320,10,2,14,0
13411,F,102,6,2,10,0
13412,M,404,28,11,88,0
13413,F,58,16,2,20,0
13414,M,146,12,2,18,1
13415,M,304,6,12,38,1
13416,F,270,8,9,58,0
13417,F,158,10,1,10,0
13418,F,290,10,1,10,0
13419,M,323,8,4,20,0
13420,M,70,4,1,4,0
13421,F,271,14,1,14,0
13422,M,112,16,1,16,0
13423,F,123,34,1,34,0
13424,F,199,10,5,24,0
13425,M,31,4,1,4,0
13426,F,285,30,2,32,0
13427,M,275,10,1,10,0
13428,F,304,12,2,16,0
13429,F,94,10,6,30,0
13430,F,311,14,12,58,1
13431,M,219,12,7,42,0
13432,F,94,8,2,12,0
13433,F,371,12,6,36,0
13434,M,427,34,12,88,0
13435,F,291,6,10,32,1
13436,F,418,6,10,54,0
13437,M,136,14,1,14,0
13438,F,155,4,6,28,0
13439,F,106,2,1,2,0
13440,F,76,12,1,12,0
13441,M,79,12,2,20,0
13442,F,165,4,6,32,0
13443,F,181,12,4,28,0
13444,F,268,2,2,8,0
13445,F,23,14,1,14,0
13446,F,259,8,1,8,0
13447,F,51,10,2,12,0
13448,F,181,12,2,18,0
13449,F,238,10,1,10,0
13450,F,217,10,2,14,0
13451,F,307,16,2,18,0
13452,M,159,32,2,36,0
13453,F,193,20,1,20,0
13454,F,208,8,8,24,0
13455,M,226,14,2,20,0
13456,M,220,28,2,32,0
13457,F,255,6,11,68,1
13458,M,198,16,8,34,0
13459,M,216,2,2,4,1
13460,M,77,16,4,30,0
13461,F,69,12,2,14,0
13462,F,224,10,1,10,0
13463,F,150,2,2,10,0
13464,F,61,4,4,12,0
13465,F,143,4,2,12,0
13466,M,280,34,7,66,0
13467,F,265,16,2,24,0
13468,F,257,8,2,14,0
13469,F,359,34,6,68,0
13470,F,114,4,1,4,0
13471,F,329,12,2,14,0
13472,F,22,8,1,8,0
13473,M,268,8,1,8,0
13474,M,209,22,1,22,0
13475,F,22,14,1,14,0
13476,M,169,2,1,2,0
13477,M,273,16,2,20,0
13478,M,297,2,2,8,0
13479,F,274,10,8,26,0
13480,M,154,12,10,44,0
13481,F,328,2,2,8,0
13482,F,87,10,1,10,0
13483,F,77,8,1,8,0
13484,F,77,16,2,18,0
13485,M,368,12,12,54,0
13486,F,302,16,11,62,0
13487,M,35,14,2,16,0
13488,M,188,10,9,50,0
13489,F,53,26,2,32,0
13490,M,120,14,2,18,0
13491,M,175,8,11,40,0
13492,F,137,6,2,12,0
13493,F,198,26,2,30,0
13494,F,33,26,2,28,0
13495,F,242,12,2,16,0
13496,M,294,2,3,10,0
13497,F,390,16,11,46,0
13498,F,277,8,2,10,0
13499,M,337,16,9,42,0
13500,F,133,8,6,30,0
13501,M,312,30,2,34,0
13502,F,256,12,5,32,0
13503,F,207,32,1,32,0
13504,F,252,14,1,14,0
13505,F,71,6,2,12,0
13506,F,226,14,2,20,0
13507,F,121,10,2,18,0
13508,M,299,10,1,10,0
13509,F,248,10,2,12,0
13510,M,350,12,5,38,0
13511,F,249,16,7,48,0
13512,F,194,2,11,38,0
13513,F,287,12,5,30,0
13514,F,217,36,2,44,0
13515,M,94,4,1,4,0
13516,F,406,14,10,40,0
13517,F,379,24,10,60,0
13518,M,231,14,2,18,0
13519,F,202,12,3,18,0
13520,M,57,6,2,14,0
13521,M,119,34,7,66,0
13522,F,227,2,2,8,0
13523,M,159,10,2,14,0
13524,F,235,16,2,22,0
13525,F,289,10,2,14,0
13526,F,300,16,2,18,0
13527,M,188,10,2,16,0
13528,F,225,16,1,16,0
13529,M,244,32,1,32,0
13530,F,267,8,11,48,0
13531,F,364,14,8,52,0
13532,M,258,10,8,32,0
13533,F,253,6,12,38,0
13534,M,295,14,1,14,0
13535,F,174,14,3,24,0
13536,M,333,14,10,64,0
13537,M,218,12,1,12,0
13538,M,276,24,2,28,0
13539,F,159,22,1,22,0
13540,F,218,14,1,14,0
13541,F,404,2,9,42,0
13542,M,476,12,12,58,0
13543,F,174,12,5,30,0
13544,F,140,8,1,8,0
13545,F,152,18,7,44,0
13546,F,202,8,4,30,0
13547,F,174,4,2,6,0
13548,F,183,2,1,2,1
13549,F,243,12,1,12,0
13550,M,326,12,7,48,0
13551,F,266,14,8,36,0
13552,M,448,6,10,60,0
13553,F,296,8,1,8,0
13554,M,232,8,1,8,0
13555,F,247,32,2,40,0
13556,F,380,10,7,24,0
13557,F,120,12,2,18,0
13558,F,222,28,9,60,0
13559,F,305,2,1,2,0
13560,M,280,12,1,12,0
13561,F,135,10,4,26,0
13562,F,56,4,1,4,0
13563,F,152,12,2,14,0
13564,M,26,6,1,6,0
13565,F,310,12,2,18,0
13566,F,128,16,2,20,0
13567,F,298,12,4,24,0
13568,F,161,2,1,2,0
13569,F,266,10,4,32,0
13570,F,244,6,1,6,0
13571,F,123,12,7,28,0
13572,M,191,34,7,70,0
13573,M,122,16,1,16,0
13574,F,82,14,4,22,0
13575,F,157,2,3,10,0
13576,F,300,8,8,54,0
13577,M,176,14,1,14,0
13578,F,279,14,1,14,0
13579,F,300,14,1,14,0
13580,F,34,10,1,10,0
13581,F,108,14,2,16,0
13582,F,191,10,2,12,0
13583,M,103,18,2,24,0
13584,F,50,16,1,16,0
13585,F,267,4,8,50,0
13586,F,172,26,10,48,0
13587,F,264,14,1,14,0
13588,F,338,4,12,50,1
13589,F,127,10,2,18,0
13590,F,106,16,1,16,0
13591,F,324,4,6,20,0
13592,F,280,14,9,62,0
13593,F,114,2,2,6,0
13594,F,66,30,1,30,0
13595,F,181,32,6,48,0
13596,M,102,2,2,8,0
13597,M,262,14,1,14,0
13598,F,125,12,2,20,0
13599,M,248,8,2,14,0
13600,F,37,10,2,12,0
13601,F,200,14,11,50,0
13602,M,252,24,1,24,1
13603,F,310,4,10,38,0
13604,F,301,6,1,6,0
13605,M,424,6,11,58,0
13606,F,174,14,2,16,0
13607,F,151,16,2,24,0
13608,F,290,14,1,14,0
13609,F,243,4,1,4,0
13610,F,327,12,7,34,0
13611,F,205,14,12,56,0
13612,M,227,8,2,12,1
13613,F,72,12,2,20,0
13614,F,338,6,11,30,0
13615,M,175,8,10,38,0
13616,M,238,10,8,26,0
13617,F,261,8,2,10,0
13618,M,152,10,8,40,0
13619,F,251,12,8,44,0
13620,M,304,10,2,12,0
13621,F,111,8,2,14,0
13622,M,228,6,2,8,0
13623,M,263,12,1,12,0
13624,M,362,22,5,34,0
13625,F,288,16,5,32,0
13626,M,42,16,2,22,0
13627,F,129,22,2,30,0
13628,F,157,2,2,10,0
13629,F,114,12,4,30,1
13630,F,15,6,1,6,0
13631,F,356,12,12,80,0
13632,F,80,6,2,14,0
13633,M,256,16,8,60,0
13634,M,118,14,1,14,0
13635,F,57,18,1,18,0
13636,F,287,10,7,28,0
13637,F,371,10,10,52,0
13638,F,125,18,1,18,0
13639,F,216,16,2,24,0
13640,F,97,16,2,18,0
13641,F,277,18,2,24,0
13642,F,327,10,11,48,0
13643,F,198,24,2,30,0
13644,F,406,14,11,50,0
13645,F,107,10,2,16,0
13646,M,84,10,1,10,0
13647,F,40,14,2,22,0
13648,F,85,6,1,6,0
13649,M,232,12,2,20,0
13650,F,88,10,3,26,0
13651,F,229,18,1,18,0
13652,M,443,14,10,48,0
13653,F,217,20,2,28,0
13654,M,223,24,3,40,0
13655,F,406,6,12,48,0
13656,F,168,16,2,24,0
13657,F,85,34,2,40,0
13658,F,365,4,12,74,0
13659,F,316,10,6,42,0
13660,F,53,32,2,36,0
13661,F,96,36,2,42,0
13662,M,243,10,12,48,1
13663,M,313,6,1,6,0
13664,M,89,4,4,20,0
13665,F,152,4,2,10,0
13666,F,205,16,8,56,0
13667,F,163,22,10,62,0
13668,F,237,10,2,16,0
13669,F,47,2,3,10,1
13670,F,67,12,1,12,0
13671,M,292,12,4,28,0
13672,F,320,6,3,18,0
13673,F,100,14,1,14,0
13674,F,53,16,1,16,0
13675,M,203,12,9,58,0
13676,F,192,4,1,4,0
13677,F,58,2,2,4,0
13678,F,437,4,12,52,0
13679,M,228,28,8,62,0
13680,F,253,34,1,34,0
13681,M,354,26,7,42,0
13682,F,108,16,7,54,1
13683,F,149,16,2,18,0
13684,F,144,6,8,38,0
13685,F,241,30,1,30,0
13686,F,129,10,1,10,0
13687,F,188,4,1,4,0
13688,F,231,16,1,16,0
13689,F,268,10,1,10,0
13690,F,71,14,1,14,0
13691,F,365,12,11,58,0
13692,M,162,10,7,44,0
13693,F,40,10,2,16,0
13694,M,38,12,1,12,0
13695,F,65,16,1,16,0
13696,M,308,2,2,6,0
13697,F,65,14,4,32,0
13698,F,133,14,5,38,0
13699,M,312,14,1,14,0
13700,F,255,12,3,24,0
13701,F,307,16,2,24,0
13702,F,206,14,1,14,0
13703,F,299,2,1,2,0
13704,F,401,16,11,50,0
13705,F,215,8,1,8,0
13706,F,261,22,2,30,0
13707,M,228,8,2,12,0
13708,F,273,16,1,16,0
13709,F,230,34,6,52,0
13710,M,163,6,2,14,0
13711,F,28,4,1,4,0
13712,F,229,22,8,58,0
13713,F,135,12,4,34,0
13714,M,100,8,1,8,0
13715,M,114,24,2,28,0
13716,F,235,12,7,52,0
13717,M,198,30,1,30,0
13718,F,234,14,2,16,0
13719,F,101,10,1,10,0
13720,M,232,16,1,16,0
13721,M,271,14,1,14,0
13722,F,221,30,1,30,0
13723,M,43,26,1,26,0
13724,M,152,36,7,60,0
